,OSEBuildingID,BuildingType,PrimaryPropertyType,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,GFAParkingRate,GFABuildingsRate,LargestPropertyUseType,LargestGFARate,SecondLargestPropertyUseType,SecondLargestGFARate,ThirdLargestPropertyUseType,ThirdLargestGFARate,ENERGYSTARScore,SiteEnergyUse(kBtu),TotalGHGEmissions,Latitude,Longitude,Description,Zone,Haversine(km),GFAPerBuilding,GFAPerFloor
225,346,NonResidential,Large Office,1986,1.0,41.0,610138.0,21.21,78.79,Office,77.1,Pre-school/Daycare,1.69,No information,0.0,83.0,25405779.0,177.115,-0.0007094999999992524,-0.00300920000000815,1000 Second Avenue at 1000 Second Avenue,North DownTown,0.23899853596844045,610138.0,14881.41
226,347,NonResidential,Small- and Mid-Sized Office,1950,1.0,6.0,91091.0,1.53,98.47,Office,98.47,No information,0.0,No information,0.0,,2104417.9375,52.775,-0.0008094999999954666,-0.0036891999999966174,1015 Second Avenue at 1015 Second Avenue,North DownTown,0.2908607352038175,91091.0,15181.83
227,348,NonResidential,Large Office,1968,1.0,8.0,157941.0,39.88,60.12,Office,53.71,No information,0.0,No information,0.0,85.0,3450403.75,24.055,-0.00044950000000199,-0.004449199999996267,1101 Second Avenue (HOB) at 1101 2nd Avenue,North DownTown,0.337282891800436,157941.0,19742.62
228,349,NonResidential,Large Office,1991,1.0,29.0,726020.0,27.17,72.83,Office,71.99,Retail Store,0.84,No information,0.0,96.0,18285995.0,139.53,-7.949999999823376e-05,-0.004659200000006081,2nd and Seneca at 1191 2nd Avenue,North DownTown,0.3494133034258167,726020.0,25035.17
229,350,NonResidential,Large Office,1958,1.0,6.0,172842.0,15.0,85.0,Office,57.79,Data Center,22.76,No information,0.0,,41245790.0,360.77,1.0500000001911758e-05,-0.0036891999999966174,Second And Spring Building at 1100 Second Avenue,North DownTown,0.27658253008332184,172842.0,28807.0
230,351,NonResidential,Large Office,1980,1.0,34.0,776762.0,20.93,79.07,Office,78.02,No information,0.0,No information,0.0,79.0,31343854.0,223.99,0.00016049999999978581,-0.0032292000000069265,1111 Third Avenue at 1111 3rd Ave Suite 310,North DownTown,0.24275035659760685,776762.0,22845.94
231,352,NonResidential,Large Office,1972,1.0,14.0,206555.0,11.51,88.49,Office,88.37,Data Center,0.12,No information,0.0,95.0,9670707.5,218.51,0.0004904999999979509,-0.0024692000000072767,Abraham Lincoln Building (Wallysons Inc) at 1110 Third Avenue,North DownTown,0.1929832006356043,206555.0,14753.93
232,353,NonResidential,Large Office,1969,1.0,49.0,1208289.0,30.54,69.46,Office,66.95,Other,2.51,No information,0.0,88.5,46155882.0,666.315,3.0500000001154604e-05,-0.0017092000000076268,Safeco Plaza at 1001 Fourth Avenue,North DownTown,0.12818391598575998,1208289.0,24658.96
233,354,NonResidential,Large Office,2002,1.0,37.0,1052469.0,15.62,84.38,Office,72.72,Financial Office,9.83,No information,0.0,93.0,41434718.0,288.86,-0.0006294999999951756,-0.0008291999999983091,Fourth & Madison at 925 Fourth Avenue,North DownTown,0.09361726915232926,1052469.0,28445.11
234,355,NonResidential,Large Office,1973,1.0,42.0,771084.0,22.24,77.76,Office,75.42,Retail Store,2.34,No information,0.0,53.5,53523492.0,497.83,-9.949999999747661e-05,0.00035079999999254596,901 Fifth Avenue at 901 Fifth Avenue,North DownTown,0.028532047204570553,771084.0,18359.14
235,356,NonResidential,Large Office,1907,1.0,8.0,201480.0,0.0,100.0,Office,80.29,Retail Store,14.44,Non-Refrigerated Warehouse,5.27,89.5,9328180.0,178.42,-0.001329499999997097,-0.0006091999999995323,The Central Building at 810 Third Avenue,North DownTown,0.15472821628974118,201480.0,25185.0
236,357,Nonresidential COS,Large Office,1990,1.0,63.0,1369371.0,11.65,88.35,Office,86.98,Other,1.36,No information,0.0,85.5,63145918.0,440.715,-0.0012495000000001255,0.002670799999989981,Seattle Municipal Tower (2030) at 700 Fifth Avenue,South DownTown,0.24371504289133805,1369371.0,21736.05
237,358,Nonresidential COS,Large Office,2001,1.0,14.0,310490.0,0.0,100.0,Office,86.73,Other,9.14,Data Center,0.19,,21475413.0,381.13,-0.0020894999999967467,0.0030907999999953972,Justice Center at 610 5th Ave,South DownTown,0.3281435667960599,310490.0,22177.86
238,359,Nonresidential COS,Large Office,2003,1.0,8.0,208558.0,14.7,85.3,Office,76.92,Other,8.38,No information,0.0,69.5,13193614.5,299.455,-0.0025094999999950574,0.0022208000000034644,City Hall at 600 4th Ave,North DownTown,0.3249417061466045,208558.0,26069.75
239,360,NonResidential,Large Office,2006,1.0,13.0,372242.0,14.16,85.84,Office,85.84,No information,0.0,No information,0.0,98.0,14463599.0,225.195,-0.003889499999999657,0.0035707999999914364,Chinook Building at 401 Fifth Ave.,North DownTown,0.5086462241750085,372242.0,28634.0
240,361,NonResidential,Large Office,1909,1.0,7.0,114395.0,7.25,92.75,Office,84.43,No information,0.0,No information,0.0,98.5,2922599.375,69.675,-0.004319500000001142,0.0037107999999932417,Yesler Building at 400 YESLER WAY,North DownTown,0.5550642148176885,114395.0,16342.14
241,363,NonResidential,Retail Store,1978,1.0,2.0,89200.0,0.0,100.0,Retail Store,100.0,No information,0.0,No information,0.0,83.0,6375752.0,81.43,0.054170500000005006,0.01927080000000103,University Book Store at 4326 University Way NE,NORTHEAST,6.194156003661708,89200.0,44600.0
242,364,NonResidential,Large Office,1971,1.0,23.0,474546.0,0.0,100.0,Office,100.0,No information,0.0,No information,0.0,77.0,28450436.0,198.34,0.05451049999999924,0.017410799999993287,UW Tower Bldg Complex at 4333 Brooklyn Ave,NORTHEAST,6.200109675180284,474546.0,20632.43
243,365,NonResidential,Other,1969,1.0,5.0,36000.0,0.0,100.0,Data Center,100.0,No information,0.0,No information,0.0,96.0,30038490.0,209.41,0.05439050000000378,0.016950800000003596,UW Tower Data Center at 4333 BROOKLYN AVE NE,NORTHEAST,6.179889766497429,36000.0,7200.0
244,366,NonResidential,Small- and Mid-Sized Office,1961,0.0,5.0,99005.0,0.0,100.0,Office,80.35,No information,0.0,No information,0.0,66.5,5271326.75,148.475,0.05477050000000361,0.015810799999997016,University District Office Buiding at 1107 NE 45th St,NORTHEAST,6.204370751190382,inf,19801.0
245,367,NonResidential,Large Office,2002,1.0,6.0,140191.0,31.56,68.44,Office,68.44,No information,0.0,No information,0.0,90.0,4225961.5,29.465,0.05433049999999895,0.015150800000000686,4311 Roosevelt at 4311 11th Avenue NE,NORTHEAST,6.147027772458942,140191.0,23365.17
246,368,NonResidential,Large Office,2002,1.0,5.0,228474.0,36.21,63.79,Office,63.79,No information,0.0,No information,0.0,93.0,6672851.25,46.52,0.054050500000002444,0.014660800000001473,4300 Roosevelt at 4300 Roosevelt Way NE,NORTHEAST,6.109723594812677,228474.0,45694.8
247,369,NonResidential,Warehouse,1964,1.0,5.0,93660.0,0.0,100.0,Warehouse,100.0,No information,0.0,No information,0.0,,854784.9375,5.96,0.009570500000002369,-0.00026920000000529853,Seattle Vault Self Storage at 1800 Terry Ave.,North DownTown,1.0643838347015768,93660.0,18732.0
248,370,NonResidential,Large Office,1980,1.0,18.0,413715.0,15.63,84.37,Office,84.18,No information,0.0,No information,0.0,80.5,23702008.0,167.78,0.010010499999999922,0.0012907999999924868,Metropolitan Park West at 1100 Olive Way,North DownTown,1.1173161603884072,413715.0,22984.17
249,371,NonResidential,Mixed Use Property,2000,1.0,11.0,397595.0,49.2,50.8,Office,41.3,Fitness Center/Health Club/Gym,9.5,No information,0.0,89.5,9781213.0,73.045,0.011590500000004056,0.001130799999998544,METROPOLITAN PARK NORTH (ID371) at 1220 HOWELL ST,North DownTown,1.2915911986694424,397595.0,36145.0
250,372,NonResidential,Large Office,1988,1.0,20.0,497513.0,23.87,76.13,Office,73.89,No information,0.0,No information,0.0,69.0,26366361.0,193.375,0.010570500000000038,0.0022907999999972617,Metropolitan Park East at 1730 Minor Avenue,North DownTown,1.187865846383975,497513.0,24875.65
251,373,NonResidential,Large Office,1979,1.0,24.0,543876.0,21.46,78.54,Office,77.97,No information,0.0,No information,0.0,77.5,25574053.0,178.285,0.008050500000003069,-0.010269199999996204,Fourth and Blanchard at 2101 Fourth Avenue,North DownTown,1.1806651957477614,543876.0,22661.5
252,374,NonResidential,Mixed Use Property,1980,1.0,4.0,109347.0,35.39,64.61,Laboratory,38.77,Office,25.84,No information,0.0,,7611140.75,83.63,0.01164049999999861,-0.022469200000003298,ECONET (ID#374) at 3005 1ST AVE,North DownTown,2.1242321768175163,109347.0,27336.75
253,375,NonResidential,Large Office,1982,1.0,6.0,398218.0,31.19,68.81,Office,68.81,No information,0.0,No information,0.0,65.0,20495663.0,142.885,0.012070500000000095,-0.020249200000009182,Third and Broad at 2901 Third Avenue,North DownTown,2.0262041469044,398218.0,66369.67
254,376,NonResidential,Large Office,2002,1.0,6.0,287471.0,29.08,70.92,Office,66.72,Restaurant,1.85,No information,0.0,77.0,13962018.0,116.59,0.009810500000000388,-0.01162920000000156,5th and Bell at 2301 5th Ave,North DownTown,1.396419108025164,287471.0,47911.83
255,377,NonResidential,Large Office,1947,1.0,3.0,194669.0,24.92,75.08,Office,75.08,No information,0.0,No information,0.0,94.0,5299064.5,41.43,0.011350499999998931,-0.012299200000001065,Fifth and Wall LLC at 521 Wall Street,North DownTown,1.5630039921255983,194669.0,64889.67
256,379,NonResidential,Large Office,1984,1.0,8.0,253103.0,24.49,75.51,Office,62.69,Other,8.61,No information,0.0,10.0,26168685.0,182.435,0.011580500000000882,-0.024609200000000442,3101 Western Avenue at 3101 Western Avenue,North DownTown,2.249726557084825,253103.0,31637.88
257,381,NonResidential,Supermarket/Grocery Store,1956,1.0,1.0,61666.0,0.0,100.0,Supermarket/Grocery Store,100.0,No information,0.0,No information,0.0,57.0,13807298.0,356.325,0.09567050000000421,-0.031989199999998164,70500872 -- Holman Road at 9999 Holman Road NW,NORTHWEST,10.90458396741015,61666.0,61666.0
258,382,NonResidential,Small- and Mid-Sized Office,1900,1.0,5.0,62910.0,0.0,100.0,Office,80.0,Other,13.24,Restaurant,6.76,77.0,2983314.375,23.03,-0.003929499999998143,5.079999999679785e-05,Collins Building at 524 2nd Ave,North DownTown,0.4369576665659937,62910.0,12582.0
259,383,NonResidential,Large Office,1912,1.0,42.0,304346.0,0.0,100.0,Office,80.51,Retail Store,2.77,Restaurant,2.47,77.0,21435858.0,669.53,-0.004279499999995551,0.00017079999999225493,Smith Tower at 506 Second Avenue,North DownTown,0.47603161262482974,304346.0,7246.33
260,384,NonResidential,Warehouse,1977,1.0,1.0,128800.0,0.0,100.0,Non-Refrigerated Warehouse,92.55,Other,7.45,No information,0.0,97.0,1839338.25,80.675,-0.06570949999999698,0.0018707999999918457,Dawn Food Products at 6901 fox ave south,GREATER DUWAMISH,7.307920825202797,128800.0,128800.0
261,385,NonResidential,Large Office,1927,1.0,8.0,321945.0,0.0,100.0,Office,51.85,Performing Arts,12.22,Retail Store,6.15,77.5,13201213.0,310.615,0.0026105000000029577,-0.0025892000000027338,Skinner Building at 1326 5th Avenue,North DownTown,0.34919530065282584,321945.0,40243.12
262,386,NonResidential,Large Office,1964,1.0,22.0,402760.0,16.49,83.51,Office,63.64,Restaurant,1.85,No information,0.0,76.0,19410513.0,555.325,0.00216050000000223,-0.002179200000000492,IBM-COS at 1200 5th avenue,North DownTown,0.2905238647223044,402760.0,18307.27
263,387,NonResidential,Large Office,1960,1.0,21.0,496176.0,39.85,60.15,Office,57.75,Education,2.4,No information,0.0,73.5,28862538.0,1086.495,0.0022905000000008613,-0.0035892000000075086,Puget Sound Plaza at 1325 4th Avenue,North DownTown,0.37050062475767176,496176.0,23627.43
264,388,NonResidential,Large Office,1976,1.0,42.0,778144.0,5.14,94.86,Office,92.33,Restaurant,2.53,No information,0.0,62.5,52621198.0,366.84,0.00235049999999859,-0.0025092000000057624,Rainier Tower at 1301 5th Ave,North DownTown,0.32202005442633164,778144.0,18527.24
265,389,NonResidential,Hotel,1923,1.0,12.0,558105.0,0.0,100.0,Hotel,97.17,Swimming Pool,0.0,Office,2.83,33.5,60516160.0,2755.79,0.0018905000000017935,-0.0020592000000050348,Fairmont Olympic Seattle at 411 University Street,North DownTown,0.2608101970078667,558105.0,46508.75
266,390,NonResidential,Retail Store,1980,1.0,2.0,291940.0,0.0,100.0,Retail Store,65.75,Office,34.25,No information,0.0,82.0,11614978.0,155.11,-0.026699499999999432,0.033950799999999504,RAINIER ELECTRONICS LLC at 2700 RAINIER AVE. S.,SOUTHEAST,3.9110023632347053,291940.0,145970.0
267,391,NonResidential,Mixed Use Property,1970,0.0,1.0,90785.0,0.0,100.0,Non-Refrigerated Warehouse,36.85,Office,32.63,Distribution Center,30.53,26.5,5427263.75,130.1,-0.07822949999999906,0.03789079999999956,Thaw Building at 8300 Military Rd South,GREATER DUWAMISH,9.15147708288886,inf,90785.0
268,392,NonResidential,Warehouse,1960,1.0,1.0,52311.0,0.0,100.0,Non-Refrigerated Warehouse,97.72,No information,0.0,No information,0.0,94.5,1022049.9375,52.17,0.12313050000000203,-0.014529199999998355,Linden Bldg at 910 N 137th St,NORTHWEST,13.73466483540699,52311.0,52311.0
269,393,NonResidential,Other,2009,1.0,5.0,141353.0,49.32,50.68,Office,50.68,No information,0.0,No information,0.0,,2995019.5,20.88,0.017010500000004924,0.002010799999993651,500 Yale at 500 Yale Ave N,LAKE UNION,1.8974797997996489,141353.0,28270.6
270,394,NonResidential,Large Office,2001,1.0,5.0,176532.0,39.69,60.31,Office,58.63,No information,0.0,No information,0.0,52.0,6273262.5,43.735,0.01719049999999811,0.002620800000002532,501 Eastlake Ave. (ID394) Republican Building at 501 EASTLAKE AVE E,LAKE UNION,1.9215673255418164,176532.0,35306.4
271,395,NonResidential,Warehouse,1973,1.0,1.0,55248.0,0.0,100.0,Non-Refrigerated Warehouse,89.41,Office,10.59,No information,0.0,3.0,3702352.0,66.895,0.051660500000004106,-0.03590920000000608,Ferguson Terminal at 4205 9th Ave NW,BALLARD,6.34337506557621,55248.0,55248.0
272,396,NonResidential,Warehouse,1959,1.0,2.0,57300.0,0.0,100.0,Non-Refrigerated Warehouse,50.61,Office,49.39,No information,0.0,54.5,4553935.5,155.2,0.059780500000002235,-0.05304920000000379,SBC396 at 5301 Shilshole Ave NW,BALLARD,7.745055254865641,57300.0,28650.0
273,398,NonResidential,Large Office,1916,1.0,6.0,350310.0,0.0,100.0,Office,87.13,College/University,7.68,Restaurant,2.19,89.5,18344245.0,168.93,0.008260499999998672,-0.02102920000000097,2601 Elliott Avenue at 2601 Elliott Avenue,North DownTown,1.8245141049550673,350310.0,58385.0
274,399,NonResidential,Large Office,1988,1.0,55.0,1412714.0,20.17,79.83,Office,70.37,Other,9.46,No information,0.0,93.0,52352356.0,579.255,0.0010104999999995812,-0.004059200000000374,1201 Third Avenue at 1201 3rd ave,North DownTown,0.32439739205707624,1412714.0,25685.71
275,400,NonResidential,Small- and Mid-Sized Office,1906,1.0,6.0,124290.0,20.85,79.15,Office,79.15,No information,0.0,No information,0.0,45.0,6525887.0,47.24,0.0005905000000012706,-0.005029200000009837,GALLAND & SENECA BUILDINGS at 1201 2ND AVE,North DownTown,0.3827127043186287,124290.0,20715.0
276,401,NonResidential,Hotel,1930,1.0,21.0,310000.0,0.0,100.0,Hotel,100.0,No information,0.0,No information,0.0,59.5,32932291.0,1451.275,0.0034904999999980646,-0.0016291999999964446,WAC aggregate at 1325 6th Ave,North DownTown,0.40689023753979486,310000.0,14761.9
277,402,NonResidential,Large Office,1989,1.0,46.0,1568127.0,32.69,67.31,Office,63.92,Other,3.39,No information,0.0,89.5,56210066.0,530.44,0.004300499999999374,-0.0025291999999979,US Bank Centre at 1420 5th Avenue,North DownTown,0.5144129517268156,1568127.0,34089.72
278,403,NonResidential,Large Office,1958,1.0,10.0,144570.0,0.0,100.0,Office,100.0,No information,0.0,No information,0.0,88.5,6449140.25,192.775,0.003810500000000161,-0.0024492000000009284,Logan Building at 500 Union St,North DownTown,0.46178128116759776,144570.0,14457.0
279,404,NonResidential,Retail Store,1914,1.0,4.0,79957.0,0.0,100.0,Retail Store,44.64,Office,37.17,No information,0.0,29.5,5466416.0,38.105,0.005310500000000218,-0.0040491999999971995,O'Shea Building at 501 Pine Street,North DownTown,0.6639555674444361,79957.0,19989.25
280,405,NonResidential,Large Office,1921,1.0,4.0,127268.0,0.0,100.0,Office,49.12,Retail Store,42.41,Non-Refrigerated Warehouse,3.93,70.5,7734969.75,143.195,0.0053805000000011205,-0.003189200000008441,The Decatur at 1511 6th Avenue,North DownTown,0.6442869152421912,127268.0,31817.0
281,406,NonResidential,Large Office,1983,1.0,29.0,580005.0,13.79,86.21,Office,70.91,Retail Store,2.5,No information,0.0,91.0,18999402.0,132.45,0.0050305000000037126,-0.002899200000001656,520 Pike Tower at 520 Pike Street,North DownTown,0.6001077657204403,580005.0,20000.17
282,408,NonResidential,Large Office,1926,0.0,10.0,132326.0,0.0,100.0,Office,69.53,Other,9.53,Retail Store,7.43,68.5,6346880.0,68.83,0.0038805000000010637,-0.0040491999999971995,Fourth and Pike Building at 1424 4th Ave,North DownTown,0.527573037532962,inf,13232.6
283,409,NonResidential,Large Office,1984,1.0,6.0,109830.0,12.02,87.98,Office,76.01,Retail Store,4.55,No information,0.0,42.5,7396117.75,51.56,0.0041105000000030145,-0.0036292000000059943,Washington Federal at 425 Pike Street,North DownTown,0.5319147673760471,109830.0,18305.0
284,410,NonResidential,Hotel,1973,0.0,19.0,391347.0,15.15,84.85,Hotel,84.85,No information,0.0,No information,0.0,7.0,36584282.0,1349.845,0.003690500000004704,-0.003729200000009314,Motif Seattle at 1414 4th Ave,North DownTown,0.496546719546229,inf,20597.21
285,411,NonResidential,Large Office,1910,1.0,10.0,130513.0,0.0,100.0,Office,66.96,Retail Store,24.72,Restaurant,8.32,49.0,11345850.0,292.43,0.0036704999999983556,-0.004779200000001538,Joshua Green Building at 1425 4th Avenue,North DownTown,0.5430908714961498,130513.0,13051.3
286,412,NonResidential,Small- and Mid-Sized Office,1920,1.0,8.0,60660.0,0.0,100.0,Office,69.17,Retail Store,7.91,No information,0.0,35.0,2731486.5,19.045,0.003310500000004879,-0.004419200000000956,MiKen Building at 1417 Fourth Avenue,North DownTown,0.49524156899918037,60660.0,7582.5
287,413,NonResidential,Large Office,1929,1.0,14.0,137350.0,0.0,100.0,Office,90.65,No information,0.0,No information,0.0,89.0,6472227.25,207.525,0.002890499999999463,-0.0047092000000077405,(ID413) JOSEPH VANCE BLDG at 1414 3RD AVE,North DownTown,0.47743187605667536,137350.0,9810.71
288,414,NonResidential,Large Office,1929,1.0,15.0,151039.0,0.0,100.0,Office,83.07,No information,0.0,No information,0.0,84.0,6336406.0,250.2,0.003050500000000511,-0.004209200000005353,Onni 1411 Fourth Development LP at 1411 4TH AVE,North DownTown,0.4632842024248489,151039.0,10069.27
289,415,NonResidential,Large Office,1985,1.0,30.0,791167.0,17.02,82.98,Office,81.28,Restaurant,1.7,No information,0.0,69.5,55675294.0,1017.14,0.004130500000002257,-0.005499200000002702,Century Square - COS Compliance at 1501 4th Ave,North DownTown,0.6171763910538419,791167.0,26372.23
290,416,NonResidential,Small- and Mid-Sized Office,1906,1.0,4.0,63540.0,0.0,100.0,Office,89.31,No information,0.0,No information,0.0,64.5,3758884.75,73.865,0.003660500000002287,-0.00688920000000337,Chromer Building at 1516 2nd Avenue,North DownTown,0.6575795982339291,63540.0,15885.0
291,417,NonResidential,Large Office,1927,1.0,10.0,130893.0,0.0,100.0,Office,67.17,Supermarket/Grocery Store,20.76,Medical Office,5.08,76.0,7243476.5,50.5,0.003640500000003044,-0.006219200000003866,Melbourne Tower at 1511 3rd Ave,North DownTown,0.6174511970174785,130893.0,13089.3
292,418,NonResidential,Mixed Use Property,1910,1.0,5.0,79920.0,0.0,100.0,Office,50.0,Retail Store,33.33,Other,16.67,,2965415.875,20.675,0.0020505000000028417,-0.006969200000000342,Harold Poll Building at 110 Union Street,North DownTown,0.5700558277629537,79920.0,15984.0
293,419,Campus,Mixed Use Property,1908,1.0,4.0,137400.0,0.0,100.0,Retail Store,32.08,Restaurant,13.96,Lodging/Residential,10.47,,14411944.5,206.495,0.0025805000000005407,-0.009099200000008523,Main Market at 1501 Pike Place,North DownTown,0.7400441977112096,137400.0,34350.0
294,420,NonResidential,Other,1996,1.0,6.0,147852.0,58.46,41.54,Retail Store,27.48,Restaurant,8.82,No information,0.0,,8938258.0,176.56,0.005500500000003683,-0.0024592000000041025,Meridian (West) at 1506 6th Ave,North DownTown,0.6388090392717485,147852.0,24642.0
295,421,NonResidential,Other,1996,0.0,4.0,267335.0,62.45,37.55,Movie Theater,26.16,Restaurant,10.25,No information,0.0,,7527623.75,149.135,0.005700500000003217,-0.0020992000000035205,Meridian (East) at 1501 7th Ave,North DownTown,0.6531102841918803,inf,66833.75
296,422,NonResidential,Large Office,1989,1.0,56.0,1735079.0,22.47,77.53,Office,75.76,Other,1.77,No information,0.0,97.0,48930132.0,511.385,0.004010499999999695,-0.00014920000000984146,Two Union Square at 601 Union St.,North DownTown,0.4460881181587704,1735079.0,30983.55
297,423,NonResidential,Large Office,1980,1.0,36.0,794592.0,4.61,95.39,Office,94.14,Other,1.26,No information,0.0,96.5,26082566.0,213.05,0.003450499999999579,-0.0002192000000036387,One Union Square at 600 University Street,North DownTown,0.3840303736578328,794592.0,22072.0
298,424,NonResidential,Large Office,1971,1.0,21.0,456304.0,20.43,79.57,Office,75.16,No information,0.0,No information,0.0,74.0,19496137.0,135.915,0.0028805000000033942,5.079999999679785e-05,PARK PLACE OFFICE BLDG (ID424) at 1200 6th Avenue,North DownTown,0.3203200689115724,456304.0,21728.76
299,425,NonResidential,Large Office,1986,1.0,12.0,120456.0,12.57,87.43,Office,86.99,Restaurant,0.44,No information,0.0,81.5,5150437.25,35.91,0.0040504999999981806,-0.0087892000000096,First and Stewart at 101 Stewart Street,North DownTown,0.7981284075884074,120456.0,10038.0
300,426,NonResidential,Small- and Mid-Sized Office,1999,1.0,4.0,89262.0,19.61,80.39,Office,78.52,Other,1.87,No information,0.0,77.0,4237849.0,29.545,0.004980500000002053,-0.01552920000000313,World Trade Center West at 2200 Alaskan Way,North DownTown,1.2891852414860019,89262.0,22315.5
301,427,NonResidential,Large Office,1998,1.0,11.0,377574.0,48.94,51.06,Office,39.98,Laboratory,11.08,No information,0.0,74.5,12626978.5,88.025,0.005450500000002023,-0.0156092000000001,World Trade Center East-Seattle at 2211 Elliott Ave,North DownTown,1.3178024015249374,377574.0,34324.91
302,428,NonResidential,Other,1985,1.0,12.0,193500.0,19.64,80.36,Other,75.81,No information,0.0,No information,0.0,,14586002.5,101.685,0.006070499999999868,-0.01152919999999824,Lenora at 120 Lenora,North DownTown,1.0966523401506838,193500.0,16125.0
303,429,NonResidential,Large Office,1923,1.0,11.0,102846.0,0.0,100.0,Office,91.28,Retail Store,7.29,No information,0.0,96.5,5006297.75,257.49,0.004890500000001907,-0.010069200000003775,Terminal Sales Building at 1932 1st Avenue,North DownTown,0.930335211942231,102846.0,9349.64
304,430,NonResidential,Small- and Mid-Sized Office,1925,1.0,4.0,52800.0,0.0,100.0,Office,73.64,Restaurant,24.55,No information,0.0,80.0,2575487.5,48.575,0.0068304999999995175,-0.00850920000000599,The Marshall Building at 2013 4th Avenue,North DownTown,0.9918555422032697,52800.0,13200.0
305,432,Campus,Mixed Use Property,1913,3.0,10.0,413497.0,37.49,62.51,Office,35.21,Retail Store,24.96,No information,0.0,,22347270.0,411.705,0.006000499999998965,-0.007169200000006981,Securities Building Campus at 1904 Third Avenue,North DownTown,0.8567604105010429,137832.33,41349.7
306,433,NonResidential,Retail Store,1929,1.0,8.0,889981.0,0.0,100.0,Retail Store,57.23,Other,42.77,No information,0.0,97.0,17155655.0,226.395,0.005020500000000538,-0.006309200000004012,(71367A) SEATTLE Macy's at 300 PINE STREET,North DownTown,0.7316816171427429,889981.0,111247.62
307,434,NonResidential,Other,1999,1.0,5.0,304350.0,32.0,68.0,Other,68.0,No information,0.0,No information,0.0,,19470216.0,248.62,0.003790500000000918,0.002830799999998135,Benaroya Research Institute at Virginia Mason at 1201 9th Ave,EAST,0.47189621106469987,304350.0,60870.0
308,435,NonResidential,Other,1990,1.0,6.0,2086750.0,32.91,67.09,Social/Meeting Hall,51.37,No information,0.0,No information,0.0,,38582284.0,896.95,0.0055605000000014115,0.0004308000000037282,Washington State Convention Center at 705 Pike St,North DownTown,0.619143107297955,2086750.0,347791.67
309,436,NonResidential,Other,1988,1.0,9.0,46710.0,0.0,100.0,Medical Office,100.0,No information,0.0,No information,0.0,,4212376.75,131.675,0.00425050000000482,0.003670799999994756,VM Seattle Hospital & Medical Center - Health Resources Building at 909 University Street,EAST,0.5469120473403375,46710.0,5190.0
310,437,NonResidential,Medical Office,1945,1.0,3.0,266000.0,39.1,60.9,Medical Office,60.9,No information,0.0,No information,0.0,65.0,14188779.5,215.495,0.00425050000000482,0.003670799999994756,VM Seattle Hospital & Medical Center - Lindeman Pavilion at 901 University Street,EAST,0.5469120473403375,266000.0,88666.67
